airport_code,viz_count,avg_visibility,median_visibility,max_visibility,min_visibility,std_visibility,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),WAAS CHANNEL #
KRSW,1,10.0,10.0,10.0,10.0,,SOUTHWEST FLORIDA INTL,FT MEYERS,FL,RNAV (GPS) RWY 06,LPV,330,2400,303,Y,1.0,Y,65619
KRSL,1,10.0,10.0,10.0,10.0,,RUSSELL MUNI,RUSSELL,KS,RNAV (GPS) RWY 17,LPV,2117,1,253,N,1.0,N,93904
KRQE,1,10.0,10.0,10.0,10.0,,WINDOW ROCK,WINDOW ROCK,AZ,RNAV (GPS) RWY 02,LP,7380,1,678,N,1.0,N,56424
KCKC,1,10.0,10.0,10.0,10.0,,GRAND MARAIS/COOK COUNTY,GRAND MARAIS,MN,RNAV (GPS) RWY 10,LP,2200,1,297,N,1.0,N,45920
KROX,1,10.0,10.0,10.0,10.0,,ROSEAU MUNI/RUDY BILLBERG FIELD,ROSEAU,MN,RNAV (GPS) RWY 16,LPV,1305,1,250,N,1.0,N,56304
KCLK,1,10.0,10.0,10.0,10.0,,CLINTON RGNL,CLINTON,OK,RNAV (GPS) RWY 35,LPV,1866, 0.75,250,N,1.0,Y,70423
KBKD,1,10.0,10.0,10.0,10.0,,STEPHENS COUNTY,BRECKENRIDGE,TX,RNAV (GPS) RWY 35,LP,1680,1,396,N,1.0,N,61128
KROA,1,10.0,10.0,10.0,10.0,,ROANOKE-BLACKSBURG RGNL/WOODRUM FIELD,ROANOKE,VA,RNAV (GPS) RWY 24,LP,2500,1.25,1330,N,1.0,Y,99522
KRFD,1,10.0,10.0,10.0,10.0,,CHICAGO/ROCKFORD INTL,CHICAGO/ROCKFORD,IL,RNAV (GPS) RWY 25,LPV,986,5000,250,N,1.0,Y,40128
KCNK,1,10.0,10.0,10.0,10.0,,BLOSSER MUNI,CONCORDIA,KS,RNAV (GPS) RWY 17,LP,1800,1,319,N,1.0,N,45827
KRNH,1,7.0,7.0,7.0,7.0,,NEW RICHMOND RGNL,NEW RICHMOND,WI,RNAV (GPS) RWY 14,LPV,1272,1,274,N,1.0,N,82425
KRMG,1,10.0,10.0,10.0,10.0,,RICHARD B RUSSELL REGIONAL - J H TOWERS FIELD,ROME,GA,RNAV (GPS) RWY 25,LP,1000,1,362,N,1.0,Y,56542
KCNO,1,10.0,10.0,10.0,10.0,,CHINO,CHINO,CA,RNAV (GPS) RWY 26R,LPV,1030,1.25,394,Y,1.0,Y,97320
KRKR,1,10.0,10.0,10.0,10.0,,ROBERT S KERR,Poteau,OK,RNAV (GPS) RWY 18 AMDT 1,LPV,700,1,250,N,1.0,N,56443
KRKD,1,10.0,10.0,10.0,10.0,,KNOX COUNTY RGNL,ROCKLAND,ME,RNAV (GPS) RWY 03,LPV,374,1.25,320,N,1.0,Y,40210
KRIW,1,10.0,10.0,10.0,10.0,,RIVERTON RGNL,RIVERTON,WY,RNAV (GPS) RWY 10,LPV,5902,1.25,386,N,1.0,Y,42899
KRIL,1,10.0,10.0,10.0,10.0,,GARFIELD COUNTY RGNL,RIFLE,CO,RNAV (GPS) X RWY 26,LPV,6300,2.25,763,Y,1.0,Y,93708
KRGK,1,10.0,10.0,10.0,10.0,,RED WING RGNL,RED WING,MN,RNAV (GPS) RWY 09,LPV,978, 0.5,200,Y,1.0,Y,56526
KSGH,1,10.0,10.0,10.0,10.0,,SPRINGFIELD-BECKLEY MUNI,SPRINGFIELD,OH,RNAV (GPS) RWY 06,LPV,1354,1,303,N,1.0,Y,58115
KBAK,1,10.0,10.0,10.0,10.0,,COLUMBUS MUNI,COLUMBUS,IN,RNAV (GPS) RWY 32,LPV,1016,1.25,363,N,1.0,Y,50399
KSHD,1,10.0,10.0,10.0,10.0,,SHENANDOAH VALLEY RGNL,STAUNTON/WAYNESBORO/HARRISONBURG,VA,RNAV (GPS) RWY 23,LPV,1451,1,250,N,1.0,Y,78113
KADH,1,10.0,10.0,10.0,10.0,,ADA MUNI,ADA,OK,RNAV (GPS) RWY 18,LPV,1266,0.875,250,N,1.0,N,61012
K6S0,1,10.0,10.0,10.0,10.0,,BIG TIMBER,BIG TIMBER,MT,RNAV (GPS) RWY 24,LP,4740,1,263,N,1.0,N,70640
K8A0,1,10.0,10.0,10.0,10.0,,ALBERTVILLE RGNL-THOMAS J BRUMLIK FLD,ALBERTVILLE,AL,RNAV (GPS) RWY 05,LPV,1265,0.875,250,N,1.0,N,93737
K8V1,1,10.0,10.0,10.0,10.0,,ASTRONAUT KENT ROMINGER,DEL NORTE,CO,RNAV (GPS) RWY 24,LPV,8163,1,250,N,1.0,N,93740
KUTS,1,10.0,10.0,10.0,10.0,,HUNTSVILLE MUNI,HUNTSVILLE,TX,RNAV (GPS) RWY 18,LPV,588,1,250,N,1.0,N,72811
KUNO,1,10.0,10.0,10.0,10.0,,WEST PLAINS RGNL,WEST PLAINS,MO,RNAV (GPS) RWY 36,LPV,1520,1,292,N,1.0,N,40202
KULS,1,10.0,10.0,10.0,10.0,,ULYSSES,ULYSSES,KS,RNAV (GPS) RWY 35,LPV,3375,1,311,N,1.0,N,65616
KUGN,1,10.0,10.0,10.0,10.0,,WAUKEGAN NATIONAL,CHICAGO/WAUKEGAN,IL,RNAV (GPS) RWY 05,LPV,990,1,265,N,1.0,Y,81812
KABQ,1,10.0,10.0,10.0,10.0,,ALBUQUERQUE INTL SUNPORT,ALBUQUERQUE,NM,RNAV (GPS) Y RWY 03,LPV,5512,2400,200,Y,1.0,Y,78137
KACJ,1,10.0,10.0,10.0,10.0,,JIMMY CARTER RGNL,AMERICUS,GA,RNAV (GPS) RWY 23,LPV,760, 0.75,296,Y,1.0,Y,70724
KU42,1,10.0,10.0,10.0,10.0,,SOUTH VALLEY RGNL,SALT LAKE CITY,UT,RNAV (GPS) RWY 34,LPV,4881,0.875,275,N,1.0,N,82740
KADM,1,10.0,10.0,10.0,10.0,,ARDMORE MUNI,ARDMORE,OK,RNAV (GPS) RWY 13,LP,1360,1,583,N,1.0,Y,53725
KBJI,1,10.0,10.0,10.0,10.0,,BEMIDJI RGNL,BEMIDJI,MN,RNAV (GPS) RWY 25,LPV,1589, 0.75,200,Y,1.0,Y,65917
KADT,1,10.0,10.0,10.0,10.0,,ATWOOD-RAWLINS COUNTY CITY-COUNTY,ATWOOD,KS,RNAV (GPS) RWY 16,LPV,3368,1.25,377,N,1.0,N,78118
KAEG,1,10.0,10.0,10.0,10.0,,DOUBLE EAGLE II,ALBUQUERQUE,NM,RNAV (GPS) RWY 22,LPV,6017, 0.5,200,Y,1.0,Y,42539
KAEX,1,10.0,10.0,10.0,10.0,,ALEXANDRIA INTL,ALEXANDRIA,LA,RNAV (GPS) RWY 32,LPV,340,5000,251,N,1.0,Y,50110
KTVI,1,10.0,10.0,10.0,10.0,,THOMASVILLE RGNL,THOMASVILLE,GA,RNAV (GPS) RWY 04,LP,640,1,378,N,1.0,Y,56640
KAFP,1,10.0,10.0,10.0,10.0,,ANSON COUNTY -  JEFF CLOUD FIELD,WADESBORO,NC,RNAV (GPS) RWY 16,LPV,605,1,306,N,1.0,Y,40221
KTUS,1,10.0,10.0,10.0,10.0,,TUCSON INTL,TUCSON,AZ,RNAV (GPS) Z RWY 11L,LPV,2849,2400,250,Y,1.0,Y,82701
KTUP,1,10.0,10.0,10.0,10.0,,TUPELO RGNL,TUPELO,MS,RNAV (GPS) RWY 18,LPV,544, 0.75,200,N,1.0,Y,77712
KAHQ,1,10.0,10.0,10.0,10.0,,WAHOO MUNI,WAHOO,NE,RNAV (GPS) RWY 20,LPV,1507,1,283,N,1.0,N,48907
KTRM,1,10.0,10.0,10.0,10.0,,JACQUELINE COCHRAN RGNL,PALM SPRINGS,CA,RNAV (GPS) RWY 30,LPV,129, 0.75,250,N,1.0,N,77941
KTRK,1,10.0,10.0,10.0,10.0,,TRUCKEE-TAHOE,TRUCKEE,CA,RNAV (GPS) Y RWY 20,LP,7400,1.25,1509,N,1.0,N,50535
K6I2,1,10.0,10.0,10.0,10.0,,LEBANON SPRINGFIELD-GEORGE HOERTER FIELD,SPRINGFIELD,KY,RNAV (GPS) RWY 11,LPV,1104,1,250,N,1.0,N,45722
K4V0,1,10.0,10.0,10.0,10.0,,RANGELY,RANGELY,CO,RNAV (GPS) RWY 25,LP,6400,1.25,1122,N,1.0,N,93741
KVJI,1,10.0,10.0,10.0,10.0,,VIRGINIA HIGHLANDS,ABINGDON,VA,RNAV (GPS) RWY 24,LPV,2337,1,250,N,1.0,N,77827
KVLD,1,2.5,2.5,2.5,2.5,,VALDOSTA RGNL,VALDOSTA,GA,RNAV (GPS) RWY 35,LPV,489, 0.75,289,Y,1.0,Y,86206
CVH,1,10.0,10.0,10.0,10.0,,HOLLISTER MUNI,HOLLISTER,CA,RNAV (GPS) RWY 31,LPV,553,1.25,323,N,1.0,N,93806
K11R,1,10.0,10.0,10.0,10.0,,BRENHAM MUNI,BRENHAM,TX,RNAV (GPS) RWY 34,LPV,519, 0.75,250,N,1.0,N,77616
KYNG,1,10.0,10.0,10.0,10.0,,YOUNGSTOWN-WARREN RGNL,YOUNGSTOWN/WARREN,OH,RNAV (GPS) RWY 14,LPV,1384,2400,250,Y,1.0,Y,49205
K17J,1,10.0,10.0,10.0,10.0,,DONALSONVILLE MUNI,DONALSONVILLE,GA,RNAV (GPS) RWY 19,LP,580,1,432,N,1.0,N,61325
K18A,1,10.0,10.0,10.0,10.0,,FRANKLIN COUNTY,CANON,GA,RNAV (GPS) RWY 08,LPV,1202,1.25,350,N,1.0,N,69308
K1U7,1,10.0,10.0,10.0,10.0,,BEAR LAKE COUNTY,PARIS,ID,RNAV (GPS) RWY 10,LP,6240,1,309,N,1.0,N,65742
KXNA,1,10.0,10.0,10.0,10.0,,NORTHWEST ARKANSAS RGNL,FAYETTEVILLE/SPRINGDALE/,AR,RNAV (GPS) RWY 16,LPV,1487,2400,200,Y,1.0,Y,72899
KXFL,1,10.0,10.0,10.0,10.0,,FLAGLER COUNTY,PALM COAST,FL,RNAV (GPS) RWY 29,LP,400,1,367,N,1.0,N,56243
KWWR,1,10.0,10.0,10.0,10.0,,WEST WOODWARD,WOODWARD,OK,RNAV (GPS) RWY 35,LPV,2470,1,281,N,1.0,N,40314
KWVL,1,10.0,10.0,10.0,10.0,,WATERVILLE ROBERT LAFLEUR,WATERVILLE,ME,RNAV (GPS) RWY 23,LPV,583, 0.75,250,N,1.0,Y,63100
KWMC,1,10.0,10.0,10.0,10.0,,WINNEMUCCA MUNI,WINNEMUCCA,NV,RNAV (GPS) RWY 14,LPV,4834,2,539,N,1.0,N,62902
K2J5,1,0.25,0.25,0.25,0.25,,MILLEN,MILLEN,GA,RNAV (GPS) RWY 35,LPV,556,1,330,N,1.0,N,53718
KWJF,1,10.0,10.0,10.0,10.0,,GENERAL WM J FOX AIRFIELD,LANCASTER,CA,RNAV (GPS) RWY 06,LPV,2601,1,250,N,1.0,N,93702
K3BS,1,10.0,10.0,10.0,10.0,,JACK BARSTOW,MIDLAND,MI,RNAV (GPS) RWY 24,LPV,1021,1.25,386,N,1.0,N,72912
KVYS,1,10.0,10.0,10.0,10.0,,ILLINOIS VALLEY RGNL-WALTER A DUNCAN FIELD,PERU,IL,RNAV (GPS) RWY 36,LPV,900,1,250,N,1.0,N,82037
KVUJ,1,10.0,10.0,10.0,10.0,,STANLY COUNTY,ALBEMARLE,NC,RNAV (GPS) RWY 04R,LPV,876,1,267,N,1.0,Y,49117
K3K3,1,10.0,10.0,10.0,10.0,,SYRACUSE-HAMILTON COUNTY MUNI,SYRACUSE,KS,RNAV (GPS) RWY 36,LPV,3568,1,250,N,1.0,N,42619
KVRB,1,10.0,10.0,10.0,10.0,,VERO BEACH MUNI,VERO BEACH,FL,RNAV (GPS) RWY 12R,LPV,279, 0.75,256,N,1.0,N,53511
K48A,1,10.0,10.0,10.0,10.0,,COCHRAN,COCHRAN,GA,RNAV (GPS) RWY 11,LPV,678,1,301,N,1.0,N,82521
K4R4,1,10.0,10.0,10.0,10.0,,H L SONNY CALLAHAN,FAIRHOPE,AL,RNAV (GPS) RWY 01,LPV,287, 0.75,200,N,1.0,N,93513
K4U6,1,10.0,10.0,10.0,10.0,,CIRCLE TOWN COUNTY,CIRCLE,MT,RNAV (GPS) RWY 30,LPV,2982,10.875,541,N,1.0,N,49030
KAIK,1,10.0,10.0,10.0,10.0,,AIKEN MUNI,AIKEN,SC,RNAV (GPS) RWY 25,LPV,765, 0.75,250,N,1.0,Y,50301
KAJZ,1,10.0,10.0,10.0,10.0,,BLAKE FIELD,DELTA,CO,RNAV (GPS) RWY 03,LPV,5407,1,250,N,1.0,N,90537
KALI,1,10.0,10.0,10.0,10.0,,ALICE INTL,ALICE,TX,RNAV (GPS) RWY 13,LPV,428, 0.75,250,N,1.0,N,42629
KASH,1,10.0,10.0,10.0,10.0,,BOIRE FIELD,NASHUA,NH,RNAV (GPS) RWY 32,LPV,479,1,288,N,1.0,Y,73030
KAUO,1,10.0,10.0,10.0,10.0,,AUBURN UNIVERSITY RGNL,AUBURN,AL,RNAV (GPS) RWY 36,LPV,959, 0.5,200,Y,1.0,Y,58304
KSRR,1,10.0,10.0,10.0,10.0,,SIERRA BLANCA RGNL,RUIDOSO,NM,RNAV (GPS) RWY 24,LPV,6951, 0.75,200,Y,1.0,Y,53420
KSRQ,1,10.0,10.0,10.0,10.0,,SARASOTA/BRADENTON INTL,SARASOTA/BRADENTON,FL,RNAV (GPS) RWY 32,LPV,227, 0.5,200,Y,1.0,Y,72605
KAVP,1,10.0,10.0,10.0,10.0,,WILKES-BARRE/SCRANTON INTL,WILKES-BARRE/SCRANTON,PA,RNAV (GPS) RWY 04,LPV,1162,2400,200,Y,1.0,Y,62813
KAWO,1,10.0,10.0,10.0,10.0,,ARLINGTON MUNI,ARLINGTON,WA,RNAV (GPS) RWY 34,LPV,328, 0.75,200,N,1.0,N,90324
KAXS,1,10.0,10.0,10.0,10.0,,ALTUS/QUARTZ MOUNTAIN RGNL,ALTUS,OK,RNAV (GPS) RWY 17,LPV,1683,0.875,250,N,1.0,N,86216
KSPF,1,10.0,10.0,10.0,10.0,,BLACK HILLS-CLYDE ICE FIELD,SPEARFISH,SD,RNAV (GPS) RWY 13,LPV,4219,1.125,335,N,1.0,N,70621
KAZC,1,10.0,10.0,10.0,10.0,,COLORADO CITY MUNI,COLORADO CITY,AZ,RNAV (GPS) RWY 29,LPV,5105,1,250,N,1.0,N,72740
KBAF,1,10.0,10.0,10.0,10.0,,WESTFIELD-BARNES RGNL,WESTFIELD/SPRINGFIELD,MA,RNAV (GPS) RWY 02,LPV,515,1,251,N,1.0,Y,77817
KSNY,1,10.0,10.0,10.0,10.0,,SIDNEY MUNI/LLOYD W CARR FIELD,SIDNEY,NE,RNAV (GPS) RWY 13,LPV,4563, 0.75,250,N,1.0,N,82303
KSNS,1,10.0,10.0,10.0,10.0,,SALINAS MUNI,SALINAS,CA,RNAV (GPS) Z RWY 31,LPV,282,2400,200,Y,1.0,Y,69513
KPOY,1,10.0,10.0,10.0,10.0,,POWELL MUNI,POWELL,WY,RNAV (GPS) RWY 31,LPV,5346,1,250,N,1.0,N,50233
KBAZ,1,10.0,10.0,10.0,10.0,,NEW BRAUNFELS RGNL,NEW BRAUNFELS,TX,RNAV (GPS) RWY 13,LPV,908, 0.75,250,N,1.0,N,82435
KBBD,1,10.0,10.0,10.0,10.0,,CURTIS FIELD,BRADY,TX,RNAV (GPS) RWY 35,LPV,2073,1,250,N,1.0,N,49108
KSMO,1,10.0,10.0,10.0,10.0,,SANTA MONICA MUNI,SANTA MONICA,CA,RNAV (GPS) Y RWY 03,LP,460,1,296,N,1.0,N,50339
KBDG,1,10.0,10.0,10.0,10.0,,BLANDING MUNI,BLANDING,UT,RNAV (GPS) RWY 35,LPV,6025,0.875,250,N,1.0,N,63024
KSLG,1,10.0,10.0,10.0,10.0,,SMITH FIELD,SILOAM SPRINGS,AR,RNAV (GPS) RWY 36,LPV,1431,1,250,N,1.0,N,63105
KBGD,1,10.0,10.0,10.0,10.0,,HUTCHINSON COUNTY,BORGER,TX,RNAV (GPS) RWY 35,LPV,3305,1,250,N,1.0,N,53442
KBHB,1,10.0,10.0,10.0,10.0,,HANCOCK COUNTY-BAR HARBOR,BAR HARBOR,ME,RNAV (GPS) RWY 04,LPV,333,1,250,N,1.0,Y,65900
KBHK,1,10.0,10.0,10.0,10.0,,BAKER MUNI,BAKER,MT,RNAV (GPS) RWY 13,LP,3340,1,366,N,1.0,N,86339
KBIJ,1,10.0,10.0,10.0,10.0,,EARLY COUNTY,BLAKELY,GA,RNAV (GPS) RWY 23,LPV,501,1,291,N,1.0,N,45721
KSTK,1,10.0,10.0,10.0,10.0,,STERLING MUNI,STERLING,CO,RNAV (GPS) RWY 15,LPV,4288,1,250,N,1.0,N,56330
KASG,1,10.0,10.0,10.0,10.0,,SPRINGDALE MUNI,SPRINGDALE,AR,RNAV (GPS) RWY 18,LPV,1630, 0.75,291,Y,1.0,Y,70312
KALM,1,10.0,10.0,10.0,10.0,,ALAMOGORDO-WHITE SANDS RGNL,ALAMOGORDO,NM,RNAV (GPS) RWY 04,LPV,4401,0.875,250,N,1.0,N,69240
KART,1,10.0,10.0,10.0,10.0,,WATERTOWN INTL,WATERTOWN,NY,RNAV (GPS) RWY 10,LPV,568, 0.75,200,N,1.0,Y,53522
KTOL,1,10.0,10.0,10.0,10.0,,TOLEDO EXPRESS,TOLEDO,OH,RNAV (GPS) RWY 25,LPV,878,2400,200,Y,1.0,Y,48899
KTOI,1,10.0,10.0,10.0,10.0,,TROY MUNI AT N KENNETH CAMPBELL FIELD,TROY,AL,RNAV (GPS) RWY 32,LP,645,1,547,N,1.0,Y,53506
KALN,1,10.0,10.0,10.0,10.0,,ST LOUIS RGNL,ALTON/ST LOUIS,IL,RNAV (GPS) RWY 29,LPV,731, 0.5,200,Y,1.0,Y,77507
KTLH,1,10.0,10.0,10.0,10.0,,TALLAHASSEE INTL,TALLAHASSEE,FL,RNAV (GPS) RWY 09,LPV,400,6000,335,N,1.0,Y,45503
KALO,1,5.0,5.0,5.0,5.0,,WATERLOO RGNL,WATERLOO,IA,RNAV (GPS) RWY 18,LP,1300,1,429,N,1.0,Y,58042
KTEX,1,10.0,10.0,10.0,10.0,,TELLURIDE RGNL,TELLURIDE,CO,RNAV (GPS) Y RWY 09,LP,11500,1.25,2462,N,1.0,N,82621
KALS,1,10.0,10.0,10.0,10.0,,SAN LUIS VALLEY RGNL/BERGMAN FIELD,ALAMOSA,CO,RNAV (GPS) RWY 02,LPV,7739, 0.5,200,Y,1.0,Y,90410
KTCL,1,10.0,10.0,10.0,10.0,,TUSCALOOSA RGNL,TUSCALOOSA,AL,RNAV (GPS) RWY 04,LPV,409, 0.75,250,Y,1.0,Y,48906
KTBR,1,10.0,10.0,10.0,10.0,,STATESBORO-BULLOCH COUNTY,STATESBORO,GA,RNAV (GPS) RWY 32,LPV,432, 0.75,253,Y,1.0,Y,81829
KALX,1,10.0,10.0,10.0,10.0,,THOMAS C RUSSELL FLD,ALEXANDER CITY,AL,RNAV (GPS) RWY 36,LPV,898,1,250,N,1.0,N,61231
KANB,1,10.0,10.0,10.0,10.0,,ANNISTON RGNL,ANNISTON,AL,RNAV (GPS) RWY 23,LPV,952,1,340,N,1.0,Y,58315
KAND,1,10.0,10.0,10.0,10.0,,ANDERSON RGNL,ANDERSON,SC,RNAV (GPS) RWY 17,LP,1200,1,418,N,1.0,Y,49034
KSXK,1,10.0,10.0,10.0,10.0,,SIOUX COUNTY RGNL,MAURICE,IA,RNAV (GPS) RWY 17 ORIG,LPV,1609, 0.75,200,N,1.0,N,82242
KSWW,1,10.0,10.0,10.0,10.0,,AVENGER FIELD,SWEETWATER,TX,RNAV (GPS) RWY 17,LPV,2591,1,250,N,1.0,N,42625
KSWO,1,10.0,10.0,10.0,10.0,,STILLWATER RGNL,STILLWATER,OK,RNAV (GPS) RWY 35,LPV,1166, 0.75,200,N,1.0,Y,42633
KSWF,1,10.0,10.0,10.0,10.0,,STEWART INTL,NEW YORK,NY,RNAV (GPS) RWY 09,LPV,682,2400,200,Y,1.0,Y,62818
KSVH,1,10.0,10.0,10.0,10.0,,STATESVILLE RGNL,STATESVILLE,NC,RNAV (GPS) RWY 28,LPV,1167, 0.75,200,Y,1.0,Y,60903
KSVC,1,10.0,10.0,10.0,10.0,,GRANT COUNTY,SILVER CITY,NM,RNAV (GPS) RWY 26,LPV,5630, 0.75,250,N,1.0,N,87100
KSUW,1,10.0,10.0,10.0,10.0,,RICHARD I BONG,SUPERIOR,WI,RNAV (GPS) RWY 14,LP,1000,1,326,N,1.0,N,49029
KSUT,1,10.0,10.0,10.0,10.0,,CAPE FEAR RGNL JETPORT/HOWIE FRANKLIN FLD,OAK ISLAND,NC,RNAV (GPS) RWY 05,LPV,274,1,250,N,1.0,N,86917
KAOH,1,10.0,10.0,10.0,10.0,,LIMA ALLEN COUNTY,LIMA,OH,RNAV (GPS) RWY 28,LPV,1175, 0.75,200,Y,1.0,Y,50511
KD68,1,10.0,10.0,10.0,10.0,,SPRINGERVILLE MUNI,SPRINGERVILLE,AZ,RNAV (GPS) RWY 21,LP,7520,1,688,N,1.0,N,40124
KPHF,1,10.0,10.0,10.0,10.0,,NEWPORT NEWS/WILLIAMSBURG INTL,NEWPORT NEWS ,VA,RNAV (GPS) RWY 25,LPV,241, 0.75,200,Y,1.0,Y,45510
KDBN,1,10.0,10.0,10.0,10.0,,W H 'BUD' BARRON,DUBLIN,GA,RNAV (GPS) RWY 02,LPV,499, 0.5,200,Y,1.0,Y,78338
KGPT,1,10.0,10.0,10.0,10.0,,GULFPORT-BILOXI INTL,GULFPORT,MS,RNAV (GPS) RWY 36,LPV,277, 0.75,250,N,1.0,Y,42812
KMAO,1,10.0,10.0,10.0,10.0,,MARION COUNTY,MARION,SC,RNAV (GPS) RWY 04,LPV,342,0.875,250,N,1.0,N,40336
KGEU,1,10.0,10.0,10.0,10.0,,GLENDALE MUNI,GLENDALE,AZ,RNAV (GPS) RWY 19,LPV,1339,1,274,N,1.0,N,87004
KGEV,1,10.0,10.0,10.0,10.0,,ASH COUNTY,JEFFERSON,NC,RNAV (GPS) RWY 28,LP,3960,1.25,828,N,1.0,N,70437
KGIF,1,10.0,10.0,10.0,10.0,,WINTER HAVEN'S GILBERT,WINTER HAVEN,FL,RNAV (GPS) RWY 11,LPV,395,1,250,N,1.0,N,86502
KLXY,1,10.0,10.0,10.0,10.0,,MEXIA-LIMESTONE CO,MEXIA,TX,RNAV (GPS) RWY 36,LP,860,1,319,N,1.0,N,69228
KGMJ,1,10.0,10.0,10.0,10.0,,GROVE MUNI,GROVE,OK,RNAV (GPS) RWY 18,LPV,1153,1.25,327,N,1.0,N,58308
KLWS,1,10.0,10.0,10.0,10.0,,LEWISTON-NEZ PERCE COUNTY,LEWISTON,ID,RNAV (GPS) Y RWY 12,LPV,1748,1,378,N,1.0,Y,56500
KLWC,1,8.0,8.0,8.0,8.0,,LAWRENCE MUNI,LAWRENCE,KS,RNAV (GPS) RWY 33,LPV,1031, 0.5,200,Y,1.0,Y,57913
KGPH,1,10.0,10.0,10.0,10.0,,MIDWEST NATIONAL AIR CENTER,MOSBY,MO,RNAV (GPS) RWY 18,LPV,1189,1.5,412,Y,1.0,Y,70323
KLVK,1,10.0,10.0,10.0,10.0,,LIVERMORE MUNI,LIVERMORE,CA,RNAV (GPS) RWY 25R,LPV,600, 0.5,200,Y,1.0,Y,50214
KGPZ,1,10.0,10.0,10.0,10.0,,GRAND RAPIDS/ITASCA CO-GORDON NEWSTROM FLD,GRAND RAPIDS,MN,RNAV (GPS) RWY 34,LPV,1682, 0.5,327,Y,1.0,Y,86412
KGEG,1,10.0,10.0,10.0,10.0,,SPOKANE INTL,SPOKANE,WA,RNAV (GPS) Y RWY 08,LPV,2576, 0.75,200,N,1.0,Y,48801
KGTR,1,10.0,10.0,10.0,10.0,,GOLDEN TRIANGLE RGNL,COLUMBUS/W POINT/STARKVILLE,MS,RNAV (GPS) RWY 18,LPV,464, 0.5,200,Y,1.0,Y,63203
KGWB,1,10.0,10.0,10.0,10.0,,DE KALB COUNTY,AUBURN,IN,RNAV (GPS) RWY 09,LPV,1182,1,302,N,1.0,Y,40201
KLOT,1,10.0,10.0,10.0,10.0,,LEWIS UNIVERSITY,CHICAGO/ROMEOVILLE,IL,RNAV (GPS) RWY 09,LPV,1124,1.5,451,N,1.0,N,72604
KLNS,1,10.0,10.0,10.0,10.0,,LANCASTER,LANCASTER,PA,RNAV (GPS) RWY 13,LPV,687,1,285,N,1.0,Y,42723
KGYI,1,10.0,10.0,10.0,10.0,,NORTH TEXAS RGNL/PERRIN FIELD,SHERMAN/DENISON,TX,RNAV (GPS) RWY 35R,LPV,949, 0.75,200,N,1.0,Y,65928
KLND,1,10.0,10.0,10.0,10.0,,HUNT FIELD,Lander,WY,RNAV (GPS) RWY 22 ORIG,LPV,6060,1.375,483,N,1.0,N,50343
KLNC,1,10.0,10.0,10.0,10.0,,LANCASTER RGNL,LANCASTER,TX,RNAV (GPS) RWY 31,LPV,687, 0.75,200,N,1.0,N,42505
KGYR,1,10.0,10.0,10.0,10.0,,PHOENIX GOODYEAR,GOODYEAR,AZ,RNAV (GPS) RWY 03,LP,1340,1,386,N,1.0,N,42839
KHAE,1,10.0,10.0,10.0,10.0,,HANNIBAL RGNL,HANNIBAL,MO,RNAV (GPS) RWY 17,LPV,1019,1,250,N,1.0,N,62812
KLKV,1,10.0,10.0,10.0,10.0,,LAKE COUNTY,LAKEVIEW,OR,RNAV (GPS) RWY 17,LPV,4983, 0.75,250,N,1.0,N,93532
KMAW,1,10.0,10.0,10.0,10.0,,MALDEN RGNL,MALDEN,MO,RNAV (GPS) RWY 32,LPV,581,1,289,N,1.0,N,40410
KMBL,1,10.0,10.0,10.0,10.0,,MANISTEE CO-BLACKER,MANISTEE,MI,RNAV (GPS) RWY 28,LPV,821, 0.5,200,Y,1.0,Y,42432
KDCA,1,10.0,10.0,10.0,10.0,,RONALD REAGAN WASHINGTON NATIONAL,WASHINGTON,DC,RNAV (GPS) RWY 15,LPV,394,1.25,380,N,1.0,Y,70737
KFXE,1,10.0,10.0,10.0,10.0,,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,FL,RNAV (GPS) RWY 09,LPV,213, 0.5,200,Y,1.0,Y,48919
KFQD,1,10.0,10.0,10.0,10.0,,RUTHERFORD CO-MARCHMAN FIELD,RUTHERFORDTON,NC,RNAV (GPS) RWY 19,LP,1500,1,423,N,1.0,N,82335
KFRG,1,10.0,10.0,10.0,10.0,,REPUBLIC,FARMINGDALE,NY,RNAV (GPS) RWY 01,LP,400,1,338,N,1.0,Y,82524
KFRM,1,10.0,10.0,10.0,10.0,,FAIRMONT MUNI,FAIRMONT,MN,RNAV (GPS) RWY 13,LPV,1460,1,298,N,1.0,Y,45812
KMGY,1,10.0,10.0,10.0,10.0,,DAYTON-WRIGHT BROTHERS,DAYTON,OH,RNAV (GPS) RWY 02,LPV,1214,1,265,N,1.0,N,45801
KMGR,1,10.0,10.0,10.0,10.0,,MOULTRIE MUNI,MOULTRIE,GA,RNAV (GPS) RWY 04,LPV,469, 0.75,200,N,1.0,N,82603
KMGM,1,10.0,10.0,10.0,10.0,,MONTGOMERY RGNL (DANNELLY FIELD),MONTGOMERY,AL,RNAV (GPS) RWY 10,LPV,419,2400,200,Y,1.0,Y,50100
